BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
Enamor,cotton blend round neck womens active wear t-shirt - jet,"Size:XL,Large,Medium,Small",Nan,1249,No Discount,Lingerie&Nightwear-Women
Enamor,non-wired removable strap padded womens everyday bra - grey,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-C",Nan,1149,No Discount,Lingerie&Nightwear-Women
Wacoal,womens solid hipster briefs - pink,Size:Large,Nan,495,No Discount,Lingerie&Nightwear-Women
Wacoal,womens solid bikini briefs - natural,Size:X-Large,Nan,395,No Discount,Lingerie&Nightwear-Women
Triumph,non wired multiway strap lightly padded womens beginner bra - off white,"Size:32-C,34-C,36-C",Nan,899,No Discount,Lingerie&Nightwear-Women
Sweet dreams,printed cotton regular fit womens top and pyjama set - salmon,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",1329,30% off,Lingerie&Nightwear-Women
Enamor,womens lace bikini briefs - mystique vintage,"Size:XL,Large,Medium","Rs
849",594,30% off,Lingerie&Nightwear-Women
Triumph,polyamide high waist tummy and thigh control maximum support womens shapewear - black,"Size:Large,Medium,Small,X-Large",Nan,2599,No Discount,Lingerie&Nightwear-Women
Jockey,womens printed leggings - wine,Size:Error Size,Nan,1129,No Discount,Lingerie&Nightwear-Women
Jockey,womens round neck slub t-shirt - pink,Size:Error Size,Nan,439,No Discount,Lingerie&Nightwear-Women
Parfait,wired strapless lightly padded womens every day bra - black,"Size:32-D,32-DD,32-E,32-F,32-FF,32-G,34-D,34-DD,34-E,34-F,34-FF,34-G,36-D,36-DD,36-E,36-F,36-FF,36-G,38-D,38-DD,38-E,38-F,38-FF,38-G,40-D,40-DD,40-E,40-F,40-FF,40-G","Rs
2499",2249,10% off,Lingerie&Nightwear-Women
Parfait,wired fixed straps lightly padded womens t-shirt bra - natural,"Size:32-D,32-DD,32-F,32-FF,32-G,34-D,34-DD,34-E,34-F,34-FF,34-G,36-D,36-DD,36-E,36-F,36-FF,36-G,38-D,38-DD,38-E,38-F,38-FF,38-G,40-DD,40-E,40-F,40-FF,40-G,42-D,42-DD,42-E,42-F,42-FF,42-G,44-D,44-DD,44-E,44-F,44-FF,44-G","Rs
2199",1979,10% off,Lingerie&Nightwear-Women
Parfait,wired fixed straps non padded womens every day bra - black,"Size:32-D,32-DD,32-E,32-F,34-D,34-DD,34-E,34-F,36-D,36-DD,36-E,38-D,38-DD,38-E,38-F,40-D,40-DD,40-E,40-F","Rs
2299",2069,10% off,Lingerie&Nightwear-Women
Parfait,non wired fixed straps lightly padded womens bralette - white,"Size:32-D,32-DD,32-E,32-F,34-D,34-DD,34-E,34-F,36-D,36-DD,36-E,36-F,38-D,38-DD,38-E,38-F,40-D,40-DD,40-E,40-F","Rs
2299",2069,10% off,Lingerie&Nightwear-Women
Parfait,wired fixed straps lightly padded womens every day bra - black,"Size:32-D,32-DD,32-E,32-F,32-FF,32-G,34-D,34-DD,34-E,34-F,34-FF,34-G,36-D,36-DD,36-E,36-F,36-FF,36-G,38-D,38-DD,38-E,38-F,38-FF,38-G,40-DD,40-E,40-F,40-FF,40-G,42-DD,42-E,42-F,42-FF,42-G,44-D,44-DD,44-E,44-F,44-FF,44-G","Rs
2299",2069,10% off,Lingerie&Nightwear-Women
Parfait,solid nylon womens camisole - multi,"Size:4X-Large,Large,Medium,X-Large,XX-Large,XXX-Large","Rs
2399",1919,20% off,Lingerie&Nightwear-Women
Parfait,wired fixed straps non padded womens every day bra - natural,"Size:32-D,32-DD,32-E,32-F,34-D,34-DD,34-E,34-F,36-E,36-F,38-D,38-DD,38-E,38-F,40-E,40-F","Rs
2099",1889,10% off,Lingerie&Nightwear-Women
Triumph,non wired strapless heavily padded womens every day bra - orange,"Size:32-C,34-B,34-C,34-D,36-C,36-D,38-C","Rs
2499",1499,40% off,Lingerie&Nightwear-Women
Mystere paris,printed cotton regular fit womens shorts - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
599",359,40% off,Lingerie&Nightwear-Women
Erotissch,polyester blend womens bodysuit - mixed neutrals,"Size:Large,Medium,Small,X-Large","Rs
1449",652,55% off,Lingerie&Nightwear-Women
Erotissch,polyester blend womens bodysuit - flash,"Size:Large,Medium,Small,X-Large","Rs
1449",652,55% off,Lingerie&Nightwear-Women
Mystere paris,polka dot knit cotton womens maternity dress - black,"Size:Large,Medium,X-Large,XX-Large","Rs
1299",779,40% off,Lingerie&Nightwear-Women
Erotissch,polyester blend womens swim set - silver cloud,"Size:Large,Medium,Small,X-Large","Rs
2799",1819,35% off,Lingerie&Nightwear-Women
Erotissch,cotton mid rise womens sleepwear set - mauve,"Size:Large,Medium,Small,X-Large","Rs
1299",584,55% off,Lingerie&Nightwear-Women
Miss chase,printed cotton regular fit womens pyjama - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,1499,No Discount,Lingerie&Nightwear-Women
Kaftan company,printed round neck cotton womens regular fit night dress - white,"Size:Medium,Small",Nan,1699,No Discount,Lingerie&Nightwear-Women
Faballey,short sleeves casual wear womens sleepwear set - multi,Size:Small,"Rs
2200",1100,50% off,Lingerie&Nightwear-Women
Amante,womens solid padded non wired t-shirt bra - mulberry,"Size:32-D,36-B,36-D","Rs
1495",747,50% off,Lingerie&Nightwear-Women
Amante,womens solid seamless boy leg briefs - natural,"Size:Large,Small",Nan,595,No Discount,Lingerie&Nightwear-Women
Triumph,womens nylon blend non padded minimiser bra - bordeaux,Size:40-C,"Rs
1499",749,50% off,Lingerie&Nightwear-Women
Amante,womens lace bikini briefs - rose,Size:X-Large,"Rs
445",311,30% off,Lingerie&Nightwear-Women
Amante,solid modal womens camisole - black,"Size:Large,X-Large",Nan,445,No Discount,Lingerie&Nightwear-Women
Van heusen,cotton stretch regular fit womens night wear camisole - black,"Size:Small,X-Large",Nan,549,No Discount,Lingerie&Nightwear-Women
Enamor,cotton activewear womens track pants - grey cast,"Size:XL,Large,Small","Rs
899",629,30% off,Lingerie&Nightwear-Women
Enamor,womens non padded non wired full coverage every day bra - steel,"Size:32-B,36-B","Rs
699",349,50% off,Lingerie&Nightwear-Women
Erotissch,solid satin womens mid thigh night dress - candy,"Size:Large,Medium,Small,X-Large","Rs
1999",899,55% off,Lingerie&Nightwear-Women
Amante,cotton womens saree shapewear - black,"Size:Large,Medium",Nan,1295,No Discount,Lingerie&Nightwear-Women
Enamor,womens s/s twist detail boat neck tee with mindful graphic print - aubergine,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
499",349,30% off,Lingerie&Nightwear-Women
Erotissch,floral crepe v-neck womens regular fit kaftan set - blasted navy,"Size:Large,Small","Rs
2500",1625,35% off,Lingerie&Nightwear-Women
Van heusen,non wired multiway straps heavily padded womens every day bra - coral,"Size:30-B,32-B,32-C,34-B,34-C,34-D,36-B,36-C,36-D,38-B,38-C,38-D",Nan,749,No Discount,Lingerie&Nightwear-Women
Amante,blended intimatewear womens bikini briefs - mixed neutrals,"Size:Large,Small,X-Large",Nan,895,No Discount,Lingerie&Nightwear-Women
Amante,womens solid hipster briefs - pack of 3 - fawn,"Size:Small,X-Large",Nan,595,No Discount,Lingerie&Nightwear-Women
Mystere paris,night wear womens night dress - white,"Size:Medium,Small","Rs
1299",779,40% off,Lingerie&Nightwear-Women
Kaftan company,cotton half sleeves maxi night dress - red,"Size:Medium,Small,XX-Large",Nan,2499,No Discount,Lingerie&Nightwear-Women
Clovia,womens saree shapewear with drawstring - blue,Size:Small,"Rs
1999",799,60% off,Lingerie&Nightwear-Women
Soie,womens non wired non padded solid full coverage bra - coffee,"Size:32-B,32-C,34-B,38-B,38-C,38-D,40-B,40-C","Rs
590",501,15% off,Lingerie&Nightwear-Women
Amante,womens printed padded non wired t-shirt bra - black,"Size:32-D,38-D","Rs
1195",717,40% off,Lingerie&Nightwear-Women
Soie,womens solid padded wired t-shirt bra - moss green,"Size:32-B,34-C,36-C,38-C","Rs
990",891,10% off,Lingerie&Nightwear-Women
Soie,womens 2 pocket printed pyjamas - multi,"Size:Large,Medium,XX-Large","Rs
1130",678,40% off,Lingerie&Nightwear-Women
Soie,non wired fixed straps non padded womens beginner bra - multi,"Size:Large,Medium,XX-Large","Rs
880",792,10% off,Lingerie&Nightwear-Women
Amante,women solid hipster brief pack of 3 - cranberry,Size:Small,Nan,595,No Discount,Lingerie&Nightwear-Women
Erotissch,geometric crepe v-neck womens regular fit kaftan set - bistro,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2999",2099,30% off,Lingerie&Nightwear-Women
Erotissch,cotton mid rise womens sleepwear set - gold,"Size:Large,Medium,Small,X-Large","Rs
1299",584,55% off,Lingerie&Nightwear-Women
Amante,womens solid padded non wired t-shirt bra - pink mix,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-C,38-D,40-C,40-D","Rs
1045",731,30% off,Lingerie&Nightwear-Women
Soie,cotton womens intimatewear panty - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
910",773,15% off,Lingerie&Nightwear-Women
Mystere paris,polka dots cotton regular fit womens pyjamas - green,"Size:Small,X-Large,XX-Large","Rs
999",599,40% off,Lingerie&Nightwear-Women
Wacoal,womens solid hipster briefs - pack of 3 - pink,"Size:Medium,Small",Nan,1495,No Discount,Lingerie&Nightwear-Women
Enamor,cotton blend activewear womens track pants - grey,"Size:XL,Large,Medium,Small",Nan,849,No Discount,Lingerie&Nightwear-Women
Soie,womens padded non wired sports bra - black,Size:40-C,"Rs
890",845,5% off,Lingerie&Nightwear-Women
Amante,modal regular fit womens casual camisole - natural,"Size:Small,X-Large",Nan,395,No Discount,Lingerie&Nightwear-Women
Soie,womens printed shorts - multi,"Size:Medium,Small","Rs
760",380,50% off,Lingerie&Nightwear-Women
Erotissch,black striped semi-sheer nightdress - black_satin,"Size:Large,Medium,Small,X-Large","Rs
3690",1476,60% off,Lingerie&Nightwear-Women
Enamor,womens solid non wired padded t-shirt bra - buff,"Size:XL,Large,Medium,Small",Nan,1399,No Discount,Lingerie&Nightwear-Women
Soie,cotton short length womens regular fit night dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
640",480,25% off,Lingerie&Nightwear-Women
Sloggi,polyester blend womens intimate wear panties - red,"Size:Large,Medium,Small,X-Small",Nan,999,No Discount,Lingerie&Nightwear-Women
Sloggi,cotton womens intimate wear panties - blue,Size:Medium,Nan,1299,No Discount,Lingerie&Nightwear-Women
Triumph,polyester blend high rise womens hipster briefs - orange,"Size:Large,Medium,Small,X-Large",Nan,699,No Discount,Lingerie&Nightwear-Women
Kaftan company,womens blue ombrey printed kneelength kaftan - blue,Size:Medium,Nan,2499,No Discount,Lingerie&Nightwear-Women
Kaftan company,printed v-neck viscose womens regular fit night dress - white,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1699,No Discount,Lingerie&Nightwear-Women
Erotissch,printed rayon regular womens sleepwear set - chalk pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1949,35% off,Lingerie&Nightwear-Women
Jockey,womens round neck slub thermal vest - off white,"Size:Large,Medium,Small",Nan,419,No Discount,Lingerie&Nightwear-Women
Jockey,womens solid padded non wired sports bra - white,"Size:Large,Medium,Small,X-Large",Nan,679,No Discount,Lingerie&Nightwear-Women
Kaftan company,womens blue ombrey loungewear kaftan - blue,"Size:Medium,Small,XX-Large",Nan,2899,No Discount,Lingerie&Nightwear-Women
Sweet dreams,printed cotton regular fit womens nightsuit - green,"Size:Small,X-Large","Rs
1549",1084,30% off,Lingerie&Nightwear-Women
Enamor,hi-waist thigh slimmer - buff,"Size:XL,Large,Medium,XX-Large",Nan,2099,No Discount,Lingerie&Nightwear-Women
Wacoal,womens solid hipster briefs - pack of 3 - black mix,"Size:Medium,Small",Nan,1495,No Discount,Lingerie&Nightwear-Women
Jockey,lightly padded womens bra - weft_blue,Size:Error Size,Nan,1499,No Discount,Lingerie&Nightwear-Women
Enamor,womens solid hipster briefs - charcoal,"Size:XL,Small",Nan,399,No Discount,Lingerie&Nightwear-Women
Enamor,womens lace underwired padded plunge bra - raspberry,"Size:34-C,36-C","Rs
1299",649,50% off,Lingerie&Nightwear-Women
Triumph,wired fixed straps heavily padded womens every day bra - black,"Size:32-D,34-E,34-F,36-E,36-F,38-E,38-F","Rs
1699",849,50% off,Lingerie&Nightwear-Women
Soie,womens non padded non wired lace bra - maroon,"Size:32-D,34-C,36-B",Nan,1130,No Discount,Lingerie&Nightwear-Women
Adidas,printed polyester fitted womens sports bra - purple,"Size:Large,Medium,Small,X-Large","Rs
2699",1889,30% off,Lingerie&Nightwear-Women
Enamor,cotton womens activewear t-shirt - cane,"Size:XL,Large,Medium,Small",Nan,749,No Discount,Lingerie&Nightwear-Women
Wacoal,wired fixed straps lightly padded womens every day bra - brown,"Size:34-C,36-E,38-DD,40-D,40-DD,40-E,42-D","Rs
3495",1747,50% off,Lingerie&Nightwear-Women
Amante,womens solid hipster briefs - pack of 3 - sand,"Size:Small,X-Large",Nan,595,No Discount,Lingerie&Nightwear-Women
Van heusen,cotton mid rise womens hipster panties - multi,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,449,No Discount,Lingerie&Nightwear-Women
Wacoal,womens solid hipster briefs - natural,Size:Large,Nan,495,No Discount,Lingerie&Nightwear-Women
Erotissch,magenta & red satin finish colour-blocked sleep shirt - multi,"Size:Large,Medium,Small,X-Large","Rs
3390",1356,60% off,Lingerie&Nightwear-Women
Triumph,polyester blend intimate wear womens camisole - natural,Size:1,Nan,999,No Discount,Lingerie&Nightwear-Women
Enamor,womens striped leggings - denim black enzyme,"Size:Large,Medium","Rs
899",629,30% off,Lingerie&Nightwear-Women
Mystere paris,night wear womens night dress - pink,Size:Medium,"Rs
799",479,40% off,Lingerie&Nightwear-Women
Amante,womens printed medium coverage bra - white,Size:32-D,"Rs
1045",627,40% off,Lingerie&Nightwear-Women
Faballey,short sleeves casual wear womens sleepwear set - white,"Size:Medium,Small,X-Small","Rs
2200",1100,50% off,Lingerie&Nightwear-Women
Puma,polyester tight fit womens sports bra - orchid,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2499",1749,30% off,Lingerie&Nightwear-Women
Jockey,womens printed padded non wired sports bra - pink mix,"Size:Large,Medium,Small,X-Large",Nan,929,No Discount,Lingerie&Nightwear-Women
Soie,womens non padded non wired solid t-shirt bra - shocking pink,"Size:32-B,34-B,38-B,38-C,40-B,40-C","Rs
540",459,15% off,Lingerie&Nightwear-Women
Sweet dreams,solid cotton blend round neck womens sleepwear set - candy,"Size:Large,Small,X-Large,XX-Large,XXX-Large","Rs
1399",839,40% off,Lingerie&Nightwear-Women
Clovia,womens cotton rich non padded non wired t shirt bra - red,"Size:32-C,32-D,34-B,36-B,38-B","Rs
599",299,50% off,Lingerie&Nightwear-Women
Kaftan company,satin half sleeves midi night dress - black,"Size:Medium,X-Large",Nan,2999,No Discount,Lingerie&Nightwear-Women
Soie,womens v neck printed long top - natural,Size:XX-Large,"Rs
1270",952,25% off,Lingerie&Nightwear-Women
Triumph,non-wired fixed strap padded womens sports bra - orange,"Size:Large,Medium,Small,X-Large",Nan,2199,No Discount,Lingerie&Nightwear-Women
Enamor,full support bra - high coverage non-padded wirefree - wine,"Size:34-Z,36-Z,38-Z,40-B,40-C,40-D,40-Z,42-B,42-C,42-D,42-Z",Nan,1149,No Discount,Lingerie&Nightwear-Women
Sweet dreams,printed cotton round neck womens sleepwear set - rose,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1649",1154,30% off,Lingerie&Nightwear-Women
Groversons paris beauty,womens full coverage padded womens full coverage everyday bra - peach,"Size:34-B,36-B,38-B",Nan,675,No Discount,Lingerie&Nightwear-Women
Van heusen,cotton womens intimatewear hipsters - multi,Size:Small,Nan,489,No Discount,Lingerie&Nightwear-Women
Sweet dreams,printed cotton blend round neck womens t-shirt - navy,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
499",449,10% off,Lingerie&Nightwear-Women
Soie,womens non wired non padded solid full coverage bra - shocking pink,"Size:32-B,32-C,34-B,38-B,38-C,38-D,40-B,40-C","Rs
590",501,15% off,Lingerie&Nightwear-Women
Crimsoune club,printed cotton regular fit womens night suit - brown,"Size:Large,Medium,Small,X-Large","Rs
2299",1149,50% off,Lingerie&Nightwear-Women
Amante,womens side support shaper wirefree cotton comfort bra - dusty pink,"Size:34-B,34-C,34-D,36-B,36-C,36-D,38-C,38-D",Nan,695,No Discount,Lingerie&Nightwear-Women
Enamor,womens striped bikini briefs - denim black enzyme,"Size:XL,XX-Large","Rs
299",209,30% off,Lingerie&Nightwear-Women
Mystere paris,regular fit cotton womens night dress - maroon,Size:X-Large,"Rs
799",479,40% off,Lingerie&Nightwear-Women
Erotissch,womens purple sheer solid net hipster briefs - purple,"Size:Large,Medium,Small","Rs
890",400,55% off,Lingerie&Nightwear-Women
Enamor,cotton activewear womens track pants - blasted olive tone,"Size:XL,Large,Medium,Small",Nan,1599,No Discount,Lingerie&Nightwear-Women
Kaftan company,cotton half sleeves maxi night dress - blue,"Size:Medium,Small",Nan,2199,No Discount,Lingerie&Nightwear-Women
Soie,womens v neck solid top and pyjama set - purple mix,"Size:Medium,Small","Rs
1800",900,50% off,Lingerie&Nightwear-Women
Enamor,t-shirt bra - full support high coverage padded wired - sepia,"Size:34-Z,36-D,36-Z,38-B,38-Z,40-B,40-C,40-Z,42-B,42-C,42-Z","Rs
1199",599,50% off,Lingerie&Nightwear-Women
Enamor,womens solid non padded non wired t-shirt bra - white,"Size:32-B,32-D,36-D","Rs
749",374,50% off,Lingerie&Nightwear-Women
Soie,womens round neck solid camisole - lime green,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,380,No Discount,Lingerie&Nightwear-Women
Enamor,hi-waist thigh slimmer - ecru,"Size:XL,Large,Medium,XX-Large",Nan,1299,No Discount,Lingerie&Nightwear-Women
Enamor,low waist co-ordinate lace panty - sky blue,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,499,No Discount,Lingerie&Nightwear-Women
Amante,blended intimatewear womens bikini briefs - old rose,"Size:Large,X-Large",Nan,545,No Discount,Lingerie&Nightwear-Women
Enamor,non wired racerback straps non padded womens bikini - pale yellow,"Size:34-B,34-C,34-D,34-Z,36-B,36-C,36-D,36-Z,38-B,38-C,38-D,38-Z,40-B,40-C,40-D,40-Z,42-C,42-D,42-Z",Nan,849,No Discount,Lingerie&Nightwear-Women
Erotissch,regular fit georgette womens swim dress - club,Size:Large,"Rs
2500",1625,35% off,Lingerie&Nightwear-Women
Parfait,non wired removable straps non padded womens bralette - black,"Size:32-C,34-C,36-C","Rs
2199",1979,10% off,Lingerie&Nightwear-Women
Soie,womens round neck solid top and shorts set - green mix,"Size:Large,Medium,Small","Rs
1040",520,50% off,Lingerie&Nightwear-Women
Kaftan company,printed viscose v neck womens night dress - yellow,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Nan,3299,No Discount,Lingerie&Nightwear-Women
Mystere paris,striped rayon collared neck womens night suit - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1399",839,40% off,Lingerie&Nightwear-Women
Sweet dreams,regular fit regular length cotton blend womens night wear pyjama - black,Size:XX-Large,"Rs
1049",734,30% off,Lingerie&Nightwear-Women
Van heusen,non wired halter strap heavily padded womens every day bra - coral,"Size:30-B,32-B,32-C,34-B,34-D,36-B,38-B,38-C",Nan,799,No Discount,Lingerie&Nightwear-Women
Enamor,stripes cotton relaxed fit womens top - green,"Size:XL,Large,Medium,Small,XX-Large",Nan,1049,No Discount,Lingerie&Nightwear-Women
Wacoal,non wired fixed strap lightly padded womens every day bra - olive,"Size:32-A,32-B,32-C,32-D,34-A,34-B,34-C,34-D,36-A,36-B,36-C","Rs
2295",1836,20% off,Lingerie&Nightwear-Women
